unique_id,academic_year,exam_type,course,year,subject,topic,subtopic,question
539,23-24,Mid Term,,1st,physics,,,"--- Page 1 ---
Course Name: Engineering Physics-I

Course Outcomes

COl- Understand phenomenon of interference. diffraction of light waves and variation of
intensities in these phenomenon. .

CO2- Discuss polarization of light wave, double refraction and specific rotation.

CO3- Explain solids, superconductors and conductivity variation with temperature for
intrinsic semiconductors.

CO4- Explain special theory of relativity in fields of physies and enginecring.

COS5S- Understand fundamentals of quantum mechanics, Schrédinger’s wave equations to
deal with physics problem.

Printed Pages: 2 University Roll No. .....--------.-eere rere

Mid Term Examination, Odd Semester 2023-24
Program: B. Tech., Year: L, Semester: I
Subject Code: BPHS1002, Subject: Engincering Physics-l
Time: 2 Hours Maximum Marks: 30
Section —A

Attempt All Questions 3 x 5= 15 Marks

Sea oT weston id ets 0 TT
In Young’s double slit experiment slits are 0.5mm apart
and interference is observed on a Screen placed af a
distance of 1000 mm from the stits. It is found that 9""
bright fringe is at a distance of 8.835 mm from second dark
fringe from the center pattern. Estimate the wavelength of
light used. |

Distinguish between interference and diffraction.

A 2dm long tube containing 48 cm* of sugar solution
rotates the plane of polarization by 11°. If the specific sla
rotation of sugar is 66 deg (dmy'{gm/ccy', Calculate the ~

mass of sugar in solution.

A parallel beam of light is normally incident on a plane
diffraction grating having 4250 lines per cm and a second

ww

order spectrum line is observed at angle of 30°. Find the
wavelength of light.

Two materials were heated in a laboratory experiment for
studying the variation of their conductivity with rise of
temperature. It was noticed that conductivity of one
material increases with rise of its temperature while no
change in the conductivity of other material is seen on
enhancing its temperature. Identify the nature of materials
and draw their energy bend gap diagram.

Page Lof2

--- Page 2 ---
Section — 8

Attempt All Questions § x 3 = 15 Marks

Detail of Question
i) Find th
conductivity of semiconductors in terms of mobilities
and concentrations of charge carriers.
ii) Compute the temperature (T) at which the relation,
H.(1) 7 0.1H.(0) will hold good for Pb. Here, H.(T),
H.(0) are the critical magnetic fields of Pb at
temperatures T K and OK respectiveiy. ¢ jiven that the
crystals. Also mention the salient features of O and E-

No. |
e temperature independent expression for
5 3 |A
critical temperature (Tc) of Pb is 7.2K.
Explain the phenomenon ef double refraction giving
suitable diagram. Give one example of doubly refracting
rays.
Or
7 5 2 )R)F
(9) is given by, @ = “(iti — He): where d is the
thickness of the optically active material. #, and pe are
the refractive indices of optically active material for left
handed and right handed circularly polarized lights. |

Using the assumptions of Fresnel’s theory for optical
rotation show that the rotation of plane of polarization

A Plano-convex lens of radius of curvature R rests on 4

plane glass plate. If a liquid of refractive index p is

‘ntroduced between the Plano-convex lens and glass

plate and light from a monochromatic source of 5 1 1AlP
wavelength 2 is made to fall normally on the lens from

above. then alternate bright and dark rings are formed

about the point of contact. Find the expression for the

diameter of n™ bright ring in terms of n, p, A, and R.?"
540,18-19,Mid Term,,1st,physics,,,"--- Page 1 ---
Printed Page: 02 University Roll No.:............+0+++

End Term, Odd Semester, 2018-19
B. Tech., I-Year, I-Semester
BPHS 0001 : Engineering Physics

Time: 3 Hours Max Marks: 50
Section A
Note: Attempt all questions. (7x5=35)
I. Define the coherent sources of light and derive the expression

Il.

of intensity distribution in case of Young’s double slit
experiment. Also plot this graph.
In Young’s two slit experiment the intensity ratio of the two slits
are 1:4. What is the intensity ratio of minima and maxima in the
interference pattern?"
541,18-19,Mid Term,,1st,physics,,,What is a plane transmission grating?
542,18-19,Mid Term,,1st,physics,,,"Explain. Deduce the
expression for resultant intensity in a diffraction pattern formed
due to traismission grating.

OR
Explain superconductivity. Differentiate between Type I and
Type I] superconductors. Give some examples of typel and
typell superconductors.
Explain Hall effect and obtain the expression for Hall
coefficient. Discuss one application of Hall Effect experiment.
Write down the Maxwell’s equations in free space and show that
the electromagnetic waves travel with the speed of light in free

space.

Page 1 of 2

--- Page 2 ---
VI. Deduce Einstein’s Mass- Energy relation and discuss it.
Calculate the relativistic energy of a proton moving with speed
of 0.6c. ,

VIL. What is Compton effect?"
543,18-19,Mid Term,,1st,physics,,,"Derive the expression for the change
in wave length of a photon when it is scattered by a free
electron. Also calculate the value of Compton wave length of an
electron.

OR |
Explain Heisenberg’s uncertainty principle. Using this principle,
show that an electron can not reside in the nucleus.
Section B
(1) Attempt all questions. Marks are shown against them.

(a) Two particles approach to each other with a speed of 0.6c with
respect to the laboratory fame. What is their relative speed?"
544,18-19,Mid Term,,1st,physics,,,"(2)

(b) Find the expression of time dilation. (2)

(c) What is the de-Broglie wave length of an electron moving

through a potential difference of IkeV. (2)
(II) Attempt all questions. Marks are shown against them.
(a) Describe the Bragg’s law of diffraction. (3)

(b) Show that the group velocity is equal to the velocity of the
particle. (3)

(c) Find the energy of a particle confined in a box of length L and
height of infinite potential. (3)

Page 2 of 2

_@. _ a4... @p_.W Bine?"
545,11-12,Mid Term,,1st,physics,,,"--- Page 1 ---
21:44 OBaen

Ge

1st Midterm.pdf Ee) fa

GLA University, Mathura
I Mid Term Examination 2011-12

B.Tech : Ist Year Sub: Physics (AHP-101) Time: 14Hr

Date:27/9/2011 Sem: I M.M. : 40
Section - A

Q.1 This question contains ten parts. Attempt all parts. 1x10=10

Q.1 (i) A square of length L is moving along one of its sides with relativistic velocity v with respect to a
frame. Area of square in this frame will be:

2
@U ma-p?"
546,11-12,Mid Term,,1st,physics,,,@Ba- Dp’ dd va-%)?
547,11-12,Mid Term,,1st,physics,,,"Q.1 (DA particle of rest Mass Mo Is moving with velocity c/2. Its relativistic mass will be :

(a) 2mo(3)'?"
548,11-12,Mid Term,,1st,physics,,,— (b) mo(3)'?
549,11-12,Mid Term,,1st,physics,,,"(ce) 2. m3)"" (d) 2 mo
Q.1 (iii) Which of the following relation is correct:

(i) E?"
550,11-12,Mid Term,,1st,physics,,,= p ce’ +moc* (i) E= pc’ +moc* (iii) E = pe+moc* (iv) E?
551,11-12,Mid Term,,1st,physics,,,"= po'+ m3 c
Q.1(iv) The correct Lorentz transformation j is:

(a) x’ = (x-vt)/[1{v/ey""]'” (b) x’ = (-vt)[1-(w/ey)}""”

(c) x’ = (x-vt)/[1-(w/ey }?"
552,11-12,Mid Term,,1st,physics,,,(d) x” = (x-vt)/[ 1-(w/ey?
553,11-12,Mid Term,,1st,physics,,,"]**

Q.1(v) An observer moves with a speed c/2 towards a stationary source of light. speed of light appears to
the observer to be
(a) 3/2 (b)c (c) 2c (d) c/2
Q.1(vi) Which of the following is variant under Galilean transformations?"
554,11-12,Mid Term,,1st,physics,,,"(i)time (ii) torque (iii) angular momentum (iv) none of these
Q.1(vi) Which of the following inequalities is correct for proper time ( to) and improper time ( t )?"
555,11-12,Mid Term,,1st,physics,,,"(a)t>to (b)(a)t<to (c)t=t& (d) None of these
Q.1(vii) Michelson —Morley experiment showed that
(a) Newtonian mechanics is correct for all low and high speeds (b) there is no absolute frame like ether
(c) velocity of light is relative in all cases (d) there is no absolute frame, but all frames are relative
Q.I(viii) At absolute zero, semiconductors behaves as
(i) insulators (ii) conductors (iii) superconductors (iv) none of these
Q.1|(ix) A p-type crystal is
(i) positively charged (ii) negatively charged (iii) neutral (iv) none of these
Q.1(x) Energy spacing in the sub energy levels of band is

(a) 10% eV (b) 10 eV (c) 10“ eV (d) 10° eV
Section —B
Attempt any three : 4x3=12
Q.1 Derive Galilean transformations for position and velocity. (3+1)

Q.2 Prove that the expression x - *t is invariant under Lorentz transformations.

Q.3 A rod is moving with velocity 0.6c in a direction inclined at 30° to its own length. Calculate
percentage contraction in the length of the rod.

Q.4 Define (i) conductor (ii) semiconductor (iii) insulator (iv) energy band gap = (1+ 1+1+1 = 4)

Q.5 Mean life of meson is 4« 10° sec. Calculate the mean life of meson moving with a velocity 0.6 c.

Section —C
Attempt any two: 9 x 2=18
Q.1 What was the objective of Michelson - Morley experiment ‘?"
556,11-12,Mid Term,,1st,physics,,,"Discuss the experiment and its
consequences. (1+6+2=9)
OR
Derive Lorentz transformations. Under what condition Lorentz transformations reduce to Galilean
transformations?"
557,11-12,Mid Term,,1st,physics,,,"(8+1=9)
Q.2 (a) Obtain the relativistic formula for addition of velocities. (5)
Q.2(b)What are donor and acceptor impurities?"
558,11-12,Mid Term,,1st,physics,,,"Explain their effect on conductivity of the
semiconductors. (2+2= 4)
Q.3(a)Obtain Einstein's mass energy relationship (5)
Q.3(b) What is meant by bands?"
559,11-12,Mid Term,,1st,physics,,,"Explain their formation in solids. (4)

@ tik Tle?"
560,18-19,Mid Term,,1st,physics,,,"--- Page 1 ---
| Mid Term Examination
Even-Semester, 2018-19

Programme: B. Tech | Year Branch: All Year: First
Subject with Code: Engineering Physics (BPHSO001)
Time: 1 Hour Max. Marks: i5

| Section A
Note: Attempt all questions. 2X3= 6

1. What do you understand by sustainable interference?"
561,18-19,Mid Term,,1st,physics,,,"Explain.

2. Two identical coherent waves produced interference pattern. Find
the ratio of intensity at the center of a bright fringe to the
intensity at a point where these two waves interfere with the path
difference of A/4.

3. Distinguish between Fresnel and Fraunhofer classes of diffraction.
Illustrate each by giving two examples.

Section B
Note: Attempt all questions. at 3X3= 9

1. Define the fringe width. Derive the expression of fringe width
using the theory of Young’s double slit experiment.

2. Describe the newton’s rings method for measuring the wave
length of monochromatic light and derive the formula for the
wave length in terms of the diameters of Newton’s rings

3. Define the phenomenon of rotational polarization. 100 gm of
impure sugar is dissolved in a litre of water. The solution gives an
optical rotation of 9.9° when placed in a tube of length 20 cm. If
the specific rotation of pure sugar solution is 66° dm™ (gm/cc)?"
562,18-19,Mid Term,,1st,physics,,,",
find the purity of the sugar sample.

** *?"
563,18-19,Mid Term,,1st,physics,,,"--- Page 1 ---
| Mid Term Examination

Odd-Semester, 2018-19
Programme: B. Tech | Year Branch: All | Year: First
Subject with Code: Engineering Physics (BPHSO001)
Time: 1 Hour Max. Marks: 15
Section A

Note: Attempt all questions. ahs 2X3=6

1. Two identical waves each of amplitude 3 units having no phase

difference superimpose to each other in an interference pattern.
Find the resultant intensity.

2. The light of wave length 5000 A from a narrow slit is incident on a
double slit. If the overall separation of 10 fringes on a screen 200
cm away is 2.0 cm. Find the double slit separation.

3. Write the phenomenon of double refraction. How would you
distinguish between ordinary and extra ordinary rays?"
564,18-19,Mid Term,,1st,physics,,,"Section B
- Note: Attempt all questions. 3X3=9

1. Define the fringe width. Drive the expression for fringe width
using the theory of Young’s double slit experiment.

2. Show that the resultant intensity as observed in the N-slits
diffraction pattern (grating) is proportional to N2

3. Define specific rotation. A 20 cm long tube containing 48 cm?"
565,18-19,Mid Term,,1st,physics,,,"of

sugar solution rotates the plane of polarization by 11°. if the
Specific rotation of sugar is 66°, Calculate the mass of sugar in the
solution.?"
566,23-24,Mid Term,,1st,physics,,,"--- Page 1 ---
Course Name: Engineering Physics

Course Outcome:

CO}, Understand phenomena of Interference, Diffraction, variation of Intensities in them, and their
applications in daily life.

CO2. Discuss polarization of Light wave, double refraction, production and analysis of different polarized
light waves and optical activity.

CO}. Understand fundamentals of Quantum mechanics, Schrodinger’s wave equations to deal with physics

problem.

CO4. Familiar with Maxwell equations and use them to study the Propagation of E-M waves in free space and
conducting medium |

COS. Understand the principle and working of Lasers.

CO6. Familiar with mechanism of communication through Optical Fibre Cables and signal losses.

Printed Pages: 02 University Roll No. ....-....++- pegceccaccce

Mid Term Examination, Odd Semester 2023-24
B.Tech. (Hons.) & B.Tech. (All CS_Specialization), I Year, I Semester
BPHS 1004: Engineering Physics
Time: 2 Hour | Maximum Marks: 30

Read all the questions carefully.
Section — A
pt All Questions 3 X §5=15 Marks

Show that the interference phenomenon does not violate the 3 [i fanfe
law of conservation of energy. .

in Fresnel’s biprism experiment the angle of the glass prism is
3° and uw = 1.5. Interference fringes are formed with source of
wavelength 6000 A located 10 cm from the biprism and source
to screen distance is 100 cm. Find the maximum number of
fringes that can be observed on the screen.
Plane polarised light of wavelength 6000 A is incident on a thin
quartz plate cut with faces parallel to the optic axis. Calculate:
a. The ratio of the intensities of the ordinary and
extraordinary light if the plane of vibration of the
incident light makes an angle 30° with the optic axis.
+. The minimum thickness of the plate which introduces
a phase difference of between the ordinary and
extraordinary rays. Name the Retardation plate used.

A doubly |
100 Volts. Calculate the wavelength of matter wave associated
with it.

--- Page 2 ---
An aircraft maintenance technician walks past a tall hangar
door that acts like a single slit for sound entcring the hangar.
Outside the door, on a line perpendicular to the opening in the
door, a jet engine makes a 680-Hz sound. At what angle with
the door will the technician observe the first minimum in sound
intensity if the vertical opening is 1.0 m wide and the speed of
sound is 340 m/s?"
